OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Coriobacteriaceae UCG-002,SRR29055025,0.012884122919334186,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Lachnospiraceae NK4A136 group,SRR29054956,0.012856114367993417,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Limosilactobacillus,SRR29055059,0.012842465753424657,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
Lachnoclostridium,SRR29055085,0.012841091492776886,240,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,0
Limosilactobacillus,SRR29054983,0.012836676217765044,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Lachnoclostridium,SRR29055172,0.012821334700942369,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Alistipes,SRR29055182,0.012813738441215323,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Desulfovibrio,SRR29055182,0.012813738441215323,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Incertae Sedis,SRR29055082,0.012796635626314208,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
[Eubacterium] xylanophilum group,SRR29055067,0.012792085962817671,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
A2,SRR29055067,0.012792085962817671,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Prevotellaceae NK3B31 group,SRR29054998,0.012786642713727148,298,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,13
Intestinimonas,SRR29055185,0.012782137367526899,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Lactococcus,SRR29055133,0.012762762762762763,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Odoribacter,SRR29054902,0.01274804570054119,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Lachnoclostridium,SRR29055098,0.012745714029261288,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Helicobacter,SRR29055095,0.012739383846794338,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Rikenella,SRR29055117,0.012737523491334307,8,Fecal,True Sample,2,JI-653,KO,Female,High_Fat_Diet,HDM,None,10
Roseburia,SRR29055100,0.012727594131164928,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Prevotellaceae NK3B31 group,SRR29055025,0.012724071702944942,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Muribaculum,SRR29054987,0.01272264631043257,308,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,13
Roseburia,SRR29055063,0.012722359828867371,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Faecalibaculum,SRR29055005,0.012719050310910118,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Lachnoclostridium,SRR29055174,0.012705686315350968,278,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,0
Helicobacter,SRR29055021,0.012698637911464245,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Romboutsia,SRR29055008,0.012693423597678917,54,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,10
Enterorhabdus,SRR29055171,0.012689205111936917,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Enterorhabdus,SRR29055004,0.012681930377053367,293,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,10
Prevotellaceae NK3B31 group,SRR29055093,0.012678288431061807,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Lachnospiraceae UCG-006,SRR29055166,0.012664798089899305,287,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,0
Incertae Sedis,SRR29055083,0.012657256827247622,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Muribaculum,SRR29055095,0.012656119900083264,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
GCA-900066575,SRR29055098,0.012655955479759447,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Helicobacter,SRR29054989,0.012653410712586815,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Odoribacter,SRR29055107,0.012644889357218124,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Akkermansia,SRR29055109,0.012640665947279174,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Odoribacter,SRR29055033,0.012637334296177851,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Streptococcus,SRR29054990,0.012633241215949467,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Lachnoclostridium,SRR29054902,0.012627781118460614,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Enterococcus,SRR29055021,0.012627695800227014,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Lachnospiraceae NK4A136 group,SRR29055005,0.012624835123421895,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Candidatus Saccharimonas,SRR29054904,0.012620416697782093,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Dubosiella,SRR29054906,0.012606333914112944,222,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,13
Limosilactobacillus,SRR29055018,0.012597041160099605,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Muribaculum,SRR29055093,0.012579239302694136,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Enterorhabdus,SRR29054922,0.012570807790796928,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
A2,SRR29055000,0.012569750367107195,296,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,10
Colidextribacter,SRR29055027,0.01256797147898736,37,Fecal,True Sample,2,JI-688,KO,Female,High_Fat_Diet,HDM,VSG,13
Oscillibacter,SRR29055010,0.012565334459637824,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Akkermansia,SRR29054989,0.012558272286176387,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Ligilactobacillus,SRR29055021,0.012556753688989784,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Muribaculum,SRR29055105,0.012555219716345037,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Parasutterella,SRR29055164,0.012549642573471008,289,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,0
Oscillibacter,SRR29055074,0.012546870493221805,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Tuzzerella,SRR29054904,0.012545739675901725,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Incertae Sedis,SRR29054909,0.012538028948096247,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Faecalibaculum,SRR29054914,0.012532981530343008,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Alistipes,SRR29055094,0.01252871163082063,232,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,10
Tyzzerella,SRR29055003,0.012525562372188138,294,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,0
Bifidobacterium,SRR29055121,0.012521588946459413,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Alistipes,SRR29055119,0.012512240235012512,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Lactococcus,SRR29054956,0.012496143165689602,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Parasutterella,SRR29055112,0.012495778453225262,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Oscillibacter,SRR29054922,0.012493210211841391,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
Desulfovibrio,SRR29055184,0.012487899322362052,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Intestinimonas,SRR29055184,0.012487899322362052,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Limosilactobacillus,SRR29055184,0.012487899322362052,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Intestinimonas,SRR29055074,0.012474762042111336,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Incertae Sedis,SRR29055100,0.012462435920098993,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Candidatus Saccharimonas,SRR29054901,0.01246077991931869,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Muribaculum,SRR29055103,0.01245640259093174,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Lachnospiraceae NK4A136 group,SRR29055133,0.01244994994994995,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Oscillibacter,SRR29054909,0.01244583755877201,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Roseburia,SRR29055120,0.012440370405013564,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Prevotellaceae UCG-001,SRR29054994,0.012427745664739885,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Tyzzerella,SRR29055072,0.012420718816067653,255,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,0
[Eubacterium] xylanophilum group,SRR29054912,0.01241830065359477,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Dubosiella,SRR29055071,0.01241830065359477,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Oscillibacter,SRR29055171,0.012417293573823983,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Lachnospiraceae UCG-006,SRR29055187,0.012403721116334901,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Acetatifactor,SRR29055069,0.012396333478830205,321,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,13
Desulfovibrio,SRR29055183,0.012375162831089883,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Lachnoclostridium,SRR29055096,0.012367253663126763,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Coriobacteriaceae UCG-002,SRR29055075,0.01235762674011762,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
Roseburia,SRR29054991,0.012355385825002807,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Lachnoclostridium,SRR29055027,0.012351903201411647,37,Fecal,True Sample,2,JI-688,KO,Female,High_Fat_Diet,HDM,VSG,13
Enterorhabdus,SRR29055097,0.012336427047904537,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Limosilactobacillus,SRR29055171,0.012326656394453005,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Odoribacter,SRR29055007,0.012315270935960592,55,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,10
Helicobacter,SRR29055106,0.012314909837267263,9,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,13
Bilophila,SRR29054974,0.012314691348341046,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Tyzzerella,SRR29054905,0.012301337882733231,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Desulfovibrio,SRR29055189,0.012297734627831715,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
A2,SRR29055111,0.012289991501601621,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Marvinbryantia,SRR29054901,0.012281488121918422,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Parabacteroides,SRR29055097,0.012278780192540497,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Oscillibacter,SRR29054902,0.01226698737221888,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Colidextribacter,SRR29055082,0.012255932712526283,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Desulfovibrio,SRR29055154,0.012252591894439209,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Ligilactobacillus,SRR29054904,0.012247031588380256,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Prevotellaceae NK3B31 group,SRR29055143,0.012218649517684888,24,Fecal,True Sample,2,JI-657,KO,Male,Normal_Chow,HDM,None,10
Marvinbryantia,SRR29055053,0.012217697149203998,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Muribaculum,SRR29054905,0.012211547095268026,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Prevotellaceae NK3B31 group,SRR29055115,0.012188659247482777,73,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Lachnospiraceae UCG-006,SRR29055093,0.012183042789223456,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Alistipes,SRR29055071,0.012173202614379085,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Marvinbryantia,SRR29055189,0.012168284789644013,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
A2,SRR29055060,0.012168056937323028,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Odoribacter,SRR29055031,0.012167902656778746,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
Enterorhabdus,SRR29054907,0.012167008196721311,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
Prevotellaceae NK3B31 group,SRR29054992,0.012160348876216035,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Limosilactobacillus,SRR29054978,0.012145084523223371,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Colidextribacter,SRR29055128,0.012143554158083053,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Marvinbryantia,SRR29055041,0.01213768115942029,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Parasutterella,SRR29055102,0.012130401819560273,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Ligilactobacillus,SRR29055125,0.012120642675937236,64,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,0
Enterorhabdus,SRR29054977,0.012117426608369768,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Roseburia,SRR29055081,0.012114399900087423,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Rikenellaceae RC9 gut group,SRR29054979,0.012106736946137375,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Lachnospiraceae NK4A136 group,SRR29055080,0.012098952144323214,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Enterorhabdus,SRR29055026,0.01209476997846137,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Oscillibacter,SRR29055071,0.012091503267973857,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Ligilactobacillus,SRR29055105,0.012090211578702627,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Lachnospiraceae AC2044 group,SRR29055061,0.01208667875334542,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Clostridium sensu stricto 1,SRR29054974,0.012079378774805867,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Odoribacter,SRR29054974,0.012079378774805867,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
A2,SRR29054985,0.012063539637344523,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Lachnospiraceae UCG-006,SRR29055092,0.012052039268896161,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Candidatus Arthromitus,SRR29055073,0.012049160575146598,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Prevotellaceae NK3B31 group,SRR29055041,0.012047101449275363,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Lachnospiraceae NK4A136 group,SRR29055063,0.012046836298131051,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Ligilactobacillus,SRR29055124,0.012041072615793751,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
Lachnospiraceae UCG-006,SRR29055116,0.012041058033951836,72,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,10
Helicobacter,SRR29055001,0.01203833567087424,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Lachnospiraceae FCS020 group,SRR29055110,0.012024048096192385,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Muribaculum,SRR29055187,0.012003601080324097,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Lachnospiraceae UCG-006,SRR29055103,0.01195814648729447,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Marvinbryantia,SRR29055063,0.011934249043008332,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Limosilactobacillus,SRR29055097,0.011932899060356257,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Intestinimonas,SRR29054901,0.011922904527117884,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Desulfovibrio,SRR29054986,0.011920980926430519,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Enterococcus,SRR29055179,0.01191596111633741,15,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,13
Intestinimonas,SRR29055033,0.011915200907824832,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Rikenellaceae RC9 gut group,SRR29055066,0.011871756593445653,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
Enterorhabdus,SRR29055109,0.011869893633420687,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Oscillibacter,SRR29055013,0.011869196608800968,50,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,0
Alistipes,SRR29054977,0.011867582760774516,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Lachnospiraceae NK4A136 group,SRR29054980,0.011865364436193397,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Enterococcus,SRR29055172,0.011859734598371691,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Intestinimonas,SRR29055172,0.011859734598371691,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Clostridium sensu stricto 1,SRR29055101,0.01185110999833083,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Alistipes,SRR29055108,0.011822258459029759,206,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,0
Intestinimonas,SRR29055186,0.011821828161283512,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Enterorhabdus,SRR29054944,0.011817711795553586,25,Fecal,True Sample,2,JI-686,KO,Female,High_Fat_Diet,PBS,VSG,13
Colidextribacter,SRR29055031,0.011807905536755706,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
Muribaculum,SRR29055169,0.01180607887465461,284,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,0
Ligilactobacillus,SRR29054995,0.011801896733403582,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Prevotellaceae UCG-001,SRR29054989,0.01179716487489297,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Alistipes,SRR29055181,0.011794328120858733,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Colidextribacter,SRR29055181,0.011794328120858733,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Incertae Sedis,SRR29055120,0.011785614067907586,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Lachnoclostridium,SRR29055191,0.011783960720130934,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
Alistipes,SRR29054979,0.011777301927194861,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Lachnospiraceae AC2044 group,SRR29055080,0.011774873069028843,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Roseburia,SRR29055067,0.011768719085792257,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Alistipes,SRR29055122,0.01175285426460712,67,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,10
Incertae Sedis,SRR29054982,0.011710581346716854,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Rikenella,SRR29055128,0.011709855795294372,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Enterorhabdus,SRR29055113,0.01170643854119766,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Ligilactobacillus,SRR29055059,0.011700913242009132,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
Lachnospiraceae UCG-006,SRR29055163,0.011693507026361677,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Colidextribacter,SRR29055015,0.011692543607437225,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
[Eubacterium] xylanophilum group,SRR29055110,0.011690046760187041,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Rikenella,SRR29055086,0.011686586985391767,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Helicobacter,SRR29055101,0.011684192956100818,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Muribaculum,SRR29054981,0.011676396997497914,314,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,13
Muribaculum,SRR29055126,0.011657834973504921,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Alistipes,SRR29055091,0.011654098521202624,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Enterorhabdus,SRR29055002,0.011649799952930102,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Roseburia,SRR29055073,0.011647521889308378,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Limosilactobacillus,SRR29055088,0.011627906976744186,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Tyzzerella,SRR29054977,0.011617738913179264,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Colidextribacter,SRR29055173,0.011614666363015258,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Bilophila,SRR29055163,0.011590932403323418,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Incertae Sedis,SRR29055163,0.011590932403323418,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Mucispirillum,SRR29055093,0.011588748019017433,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Lachnospiraceae UCG-001,SRR29054993,0.011585734434817651,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Muribaculum,SRR29055098,0.011578852885737366,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Odoribacter,SRR29055098,0.011578852885737366,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Roseburia,SRR29055143,0.01157556270096463,24,Fecal,True Sample,2,JI-657,KO,Male,Normal_Chow,HDM,None,10
Odoribacter,SRR29054904,0.011574938391456948,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Incertae Sedis,SRR29054992,0.01157329755115733,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Oscillibacter,SRR29055015,0.01156475624560731,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Muribaculum,SRR29055109,0.011561584707877293,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Enterorhabdus,SRR29054994,0.011560693641618497,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Odoribacter,SRR29055119,0.011533021434011533,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Oscillibacter,SRR29055119,0.011533021434011533,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Ligilactobacillus,SRR29054989,0.011511749595661688,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Candidatus Saccharimonas,SRR29055183,0.011506730351715155,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Enterorhabdus,SRR29055126,0.011506434519303558,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Roseburia,SRR29055126,0.011506434519303558,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Faecalibaculum,SRR29054977,0.011492816989381637,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Prevotellaceae UCG-001,SRR29055060,0.011479298997474555,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Faecalibaculum,SRR29055032,0.011476389719067543,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Lachnoclostridium,SRR29054917,0.011469050430089391,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
