OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Firmicutes,SRR29054967,0.34867591424968475,28,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29054990,0.3479230554781154,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29054980,0.3466625842008573,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055128,0.3448932295977487,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Bacteroidota,SRR29055065,0.3441011770980153,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Bacteroidota,SRR29055083,0.3436048965808358,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Bacteroidota,SRR29055019,0.34225334500437665,44,Fecal,True Sample,2,JI-678,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055094,0.3414218156446236,232,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055126,0.3393968990355268,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055074,0.3354924431157615,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29055099,0.32995084826383386,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055167,0.3292309213127719,286,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055023,0.327838715607574,41,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055027,0.3270493539504342,37,Fecal,True Sample,2,JI-688,KO,Female,High_Fat_Diet,HDM,VSG,13
Bacteroidota,SRR29055097,0.32525981649780406,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055181,0.32317736670293795,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Bacteroidota,SRR29055053,0.31999816066583897,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055173,0.3196239005156203,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29055171,0.3176374523679913,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055007,0.3146033350176857,55,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055120,0.3139396485332213,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055068,0.3067078552515446,322,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,13
Bacteroidota,SRR29054916,0.30595408895265425,213,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055182,0.30556084555322793,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Bacteroidota,SRR29055080,0.3046254746289265,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055108,0.3041513223970539,206,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29054911,0.3025050906852299,10,Fecal,True Sample,2,JI-654,WT,Female,High_Fat_Diet,HDM,None,10
Bacteroidota,SRR29055189,0.30040991606480577,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055024,0.30010246519197153,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055105,0.2991483321504613,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055070,0.29657122658183105,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055162,0.29579461332493306,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Bacteroidota,SRR29055132,0.29184749949923217,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Actinobacteriota,SRR29055072,0.29171122994652404,255,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055076,0.2905084745762712,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Bacteroidota,SRR29055115,0.290191227256327,73,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055190,0.2874401166423662,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Bacteroidota,SRR29055012,0.287317620650954,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055165,0.28724662828298764,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055093,0.2857359751005845,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055192,0.28417071853052406,260,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29054906,0.281969881969882,222,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29054913,0.280237080940915,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Actinobacteriota,SRR29055091,0.2798107255520505,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055081,0.27886202543936306,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29054917,0.27734009881159033,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055129,0.2761961015948021,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055125,0.2744214622158509,64,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055085,0.27298050139275765,240,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,0
Bacteroidota,SRR29054902,0.27228432215534537,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29054905,0.2721889509454276,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055057,0.2720510095642933,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055052,0.27199112590127567,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055113,0.2698068940624436,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054915,0.2679509632224168,214,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,13
Bacteroidota,SRR29054977,0.26700731389640314,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055072,0.2667112299465241,255,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055086,0.2663773506922918,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Bacteroidota,SRR29055109,0.26630963972736127,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29054933,0.2663006642266504,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Bacteroidota,SRR29055096,0.2657213316892725,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29054909,0.26571627260083447,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29054986,0.2656516520310822,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055124,0.2653838945461361,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
Bacteroidota,SRR29054991,0.2637231503579952,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055006,0.2632291767437361,56,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Campylobacterota,SRR29055163,0.2628701211305518,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29054980,0.26240048989589715,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055005,0.26155679110405083,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055122,0.2614343707713126,67,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055166,0.2610646858557722,287,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,0
Bacteroidota,SRR29055002,0.2607731305449937,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29054903,0.2602932315726049,225,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054914,0.2583958909521928,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055100,0.2582988736834891,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Bacteroidota,SRR29055188,0.25756292352371735,265,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,13
Bacteroidota,SRR29055017,0.257076367781155,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Bacteroidota,SRR29055041,0.2557444689478552,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Actinobacteriota,SRR29054907,0.25551451187335095,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
Actinobacteriota,SRR29054988,0.25510976532929597,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
Actinobacteriota,SRR29054980,0.2540722596448255,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055030,0.25377855887521966,34,Fecal,True Sample,2,JI-676,KO,Male,High_Fat_Diet,PBS,VSG,13
Actinobacteriota,SRR29055032,0.253479462683672,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055060,0.25157997083130773,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055143,0.25051129844864567,24,Fecal,True Sample,2,JI-657,KO,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055026,0.25050754700326594,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055102,0.25045045045045045,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055032,0.2501333591969352,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054944,0.24762534567752795,25,Fecal,True Sample,2,JI-686,KO,Female,High_Fat_Diet,PBS,VSG,13
Bacteroidota,SRR29055164,0.24739033367525493,289,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,0
Bacteroidota,SRR29055088,0.2458785798683396,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Bacteroidota,SRR29055112,0.24497163486333162,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055058,0.24478527607361963,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055056,0.2444716079564396,336,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,0
Bacteroidota,SRR29054974,0.24414086217364905,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Bacteroidota,SRR29055106,0.24314345991561181,9,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055183,0.24253089956617827,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Bacteroidota,SRR29055063,0.24228539367869834,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Bacteroidota,SRR29054982,0.2416060920733818,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Campylobacterota,SRR29055079,0.23984865887440038,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
Bacteroidota,SRR29054989,0.2396447550411298,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055185,0.2394035022585236,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Bacteroidota,SRR29055020,0.23828193064993902,43,Fecal,True Sample,2,JI-677,WT,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29054992,0.2363481228668942,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055073,0.2356129845572014,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Bacteroidota,SRR29055098,0.23498546408565554,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055091,0.23493690851735016,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055059,0.23469162995594714,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055092,0.23347560975609757,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Actinobacteriota,SRR29055025,0.23337166374145132,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055130,0.23207971713275474,60,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,0
Bacteroidota,SRR29054998,0.23207518569046537,298,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055021,0.23201014000115228,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Bacteroidota,SRR29055102,0.23183183183183184,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055009,0.22796163208531356,53,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,10
Bacteroidota,SRR29055154,0.2276858541132603,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Actinobacteriota,SRR29055113,0.22721530409673343,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Actinobacteriota,SRR29054977,0.2271315499448953,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055111,0.22691519366536447,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055174,0.2264738191138777,278,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,0
Actinobacteriota,SRR29055111,0.2249706567629592,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055026,0.22252626004060377,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055095,0.22238927519889745,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055191,0.22002262443438914,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
Actinobacteriota,SRR29055024,0.21993852088481708,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054907,0.21857519788918206,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
Bacteroidota,SRR29054981,0.21634729122308965,314,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055187,0.21552818215752145,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Actinobacteriota,SRR29055023,0.21514798700900792,41,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29055006,0.21485924349424398,56,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054987,0.21480263157894736,308,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,13
Bacteroidota,SRR29054993,0.21478586549421919,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Actinobacteriota,SRR29054981,0.21469127040454222,314,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055082,0.21445771755040371,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29055061,0.21360357265544486,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Actinobacteriota,SRR29054903,0.2130949989957823,225,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054983,0.21247091670544438,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055070,0.21200070696359138,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055110,0.2118925831202046,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29054904,0.2114983951799088,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Actinobacteriota,SRR29054987,0.2114309210526316,308,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29055112,0.21054667354306345,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29055109,0.21044303797468356,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Actinobacteriota,SRR29055060,0.21037919299951385,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055133,0.20946851272889683,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Bacteroidota,SRR29055010,0.2091556547108289,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055121,0.20886650705853216,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Actinobacteriota,SRR29055058,0.2081288343558282,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055056,0.2068007556395155,336,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055003,0.20647860130859166,294,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,0
Actinobacteriota,SRR29054989,0.20644973429424182,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055075,0.20605287569573283,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
Actinobacteriota,SRR29054984,0.205773631402922,311,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,13
Bacteroidota,SRR29054984,0.20462946664319662,311,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,13
Actinobacteriota,SRR29055191,0.20164027149321267,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
Actinobacteriota,SRR29055092,0.20067073170731708,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Campylobacterota,SRR29054909,0.19937413073713492,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055067,0.1983307398500495,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Bacteroidota,SRR29054985,0.1960617994547107,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055165,0.1958356337250572,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29054978,0.19504602057390363,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Bacteroidota,SRR29054994,0.1938726663475347,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055029,0.18980097377637312,35,Fecal,True Sample,2,JI-681,WT,Female,High_Fat_Diet,HDM,VSG,13
Bacteroidota,SRR29054995,0.18528183716075156,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Campylobacterota,SRR29055162,0.18443849425106315,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Bacteroidota,SRR29055172,0.18434944622709865,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Actinobacteriota,SRR29055053,0.18370349933324137,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29054994,0.18358066060315942,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055071,0.1828496207609854,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Actinobacteriota,SRR29054914,0.18266824706966944,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Bacteroidota,SRR29054988,0.18205904617713853,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055103,0.17996146435452795,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055001,0.1799106679131609,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Actinobacteriota,SRR29055174,0.1794214573416331,278,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,0
Actinobacteriota,SRR29055189,0.17919187975795434,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29055186,0.17889182058047493,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Actinobacteriota,SRR29054991,0.17872223242151644,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Actinobacteriota,SRR29054913,0.17818114465641785,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Bacteroidota,SRR29055169,0.17607051148587688,284,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,0
Bacteroidota,SRR29055066,0.17452915884454673,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
Actinobacteriota,SRR29054995,0.17258176757132915,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29054910,0.1718301345020402,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
Bacteroidota,SRR29054912,0.1689489596300907,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Campylobacterota,SRR29054985,0.16825204483489853,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055022,0.16785469137758066,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Campylobacterota,SRR29055192,0.16680172879524582,260,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,10
Actinobacteriota,SRR29054993,0.16585246702491452,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Actinobacteriota,SRR29054902,0.16575905225948218,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29054983,0.1644485807352257,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Actinobacteriota,SRR29055187,0.16364315042926464,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Campylobacterota,SRR29055183,0.16157812883686667,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Actinobacteriota,SRR29055063,0.16093136338133532,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Campylobacterota,SRR29054904,0.15924320063066613,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Actinobacteriota,SRR29055005,0.15901509134233519,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29054982,0.15766701280719972,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29055052,0.15590682196339434,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Campylobacterota,SRR29055185,0.15543592599467854,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Deferribacterota,SRR29055010,0.15389565814312683,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Actinobacteriota,SRR29054912,0.15347679174817713,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Actinobacteriota,SRR29055061,0.15293713500515288,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Actinobacteriota,SRR29054917,0.1528909066631059,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
Actinobacteriota,SRR29055098,0.15244983336878679,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Actinobacteriota,SRR29054992,0.15108952480966134,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Actinobacteriota,SRR29054978,0.15105576610720087,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Actinobacteriota,SRR29055012,0.14942012719790498,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Campylobacterota,SRR29055075,0.14587198515769945,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
